transaction_id,date,department,region,category,budget,actual
TXN-001770,12/01/2025,OPERATIONS,APAC,equipment,10000.0,
TXN-001041,February 2025,HR,Emea,PAYROLL,90392.3,94745.86
TXN-000493,2024-07-01,Operations,Apac,SW,13875.0,12583.77
TXN-001325,June 2025,Information Technology,NA,equipment,10000.0,10741.92
TXN-000144,01-Feb-2024,H.R.,EMEA,Advertising,22598.08,23230.69
TXN-001417,2025-07-01,Human Resources,EMEA,Travel & Expenses,7400.0,8595.22
TXN-000717,10/01/2024,OPERATIONS,Apac,Travel & Expenses,6960.77,7321.3
TXN-001163,01/04/2025,operations,EMEA,SW,16948.56,17843.31
TXN-001356,July 2025,Mktg,EMEA,payroll,74000.0,
TXN-001364,2025-07-01,marketing,Asia Pacific,Advertising,18500.0,22971.81
TXN-000533,August 2024,MKT,Emea,Software,13051.44,
TXN-001145,01/04/2025, Sales,N. America,Equip.,11299.04,11682.41
TXN-000683,10/01/2024,Marketing ,Emea,Software,13051.44,
TXN-000090,02/01/2024,Mktg,Asia Pacific,Equip.,11299.04,13320.93
TXN-000222,March 2024,Human Resources,Asia Pacific,Travel,9200.0,343411.0
TXN-001297,06/01/2025,Sales,emea,Travel & Expenses,8000.0,7995.83
TXN-001132,01-Apr-2025,Marketing,emea,Travel,9039.23,9490.32
TXN-000473,01/07/2024, Sales,EMEA,SW,13875.0,15498.65
TXN-000624,01-Sep-2024, Sales,Emea,Ads,17000.0,16018.08
TXN-001564,2025-09-01,HR,North America,advertising,17000.0,14487.01
TXN-001506,September 2025,marketing,Emea,PAYROLL,68000.0,74367.22
TXN-001483,2025-08-01,it,APAC,Software,13051.44,14657.06
TXN-001561,09/01/2025,HR,N. America,PAYROLL,68000.0,60917.19
TXN-000421,June 2024,it,N. America,PAYROLL,80000.0,
TXN-000831,December 2024,Mktg,Emea,Payroll,80000.0,91769.23
TXN-000141,2024-02-01,H.R.,EMEA,payroll,90392.3,96476.98
TXN-000463,July 2024,Marketing ,apac,software,13875.0,13931.55
TXN-000912,01/01/2025,marketing,Asia Pacific,Travel & Expenses,8600.0,7932.81
TXN-000106,February 2024,OPERATIONS,North America,PAYROLL,90392.3,105359.06
TXN-001432,August 2025,marketing,Emea,Travel & Expenses,6960.77,6369.27
TXN-001638,10/01/2025,Human Resources,north america,software,13051.44,12876.03
TXN-001337,01/06/2025,hr,north america,Travel & Expenses,8000.0,7894.39
TXN-000943,2025-01-01,operations,APAC,software,16125.0,16434.17
TXN-001175,2025-04-01,I.T.,north america,Equipment,11299.04,11855.48
TXN-001431,01-Aug-2025,MKT,EMEA,payroll,69607.7,67693.27
TXN-000614,September 2024,MKT,apac,Ads,17000.0,16888.4
TXN-001149,04/01/2025,SALES,EMEA,Advertising,22598.08,26393.77
TXN-001433,2025-08-01,Marketing,EMEA,software,13051.44,13354.24
TXN-001166,01/04/2025,operations,APAC,PAYROLL,90392.3,86704.12
TXN-001407,01-Jul-2025,Information Technology,Asia Pacific,travel,7400.0,8714.24
TXN-001046,02/01/2025,HR,APAC,payroll,90392.3,96194.57
TXN-000519,2024-07-01,Human Resources,emea,Advertising,18500.0,13930.31
TXN-001380,July 2025,sales,Apac,equipment,9250.0,8393.3
TXN-000050,01-Jan-2024,IT,North America,Equip.,10750.0,10554.73
TXN-001203,05/01/2025,MKT,north america,SW,16125.0,21439.57
TXN-001542,01/09/2025,Operations,APAC,travel,6800.0,4730.58
TXN-000054,2024-01-01,it,Emea,advertising,21500.0,26734.6
TXN-001101,01/03/2025,it,EMEA,PAYROLL,92000.0,110210.73
TXN-001402,01/07/2025,I.T.,Emea,Travel,7400.0,7091.27
TXN-001318,01/06/2025,OPERATIONS,APAC,software,15000.0,19608.08
TXN-000819,01/11/2024,Human Resources,emea,Ads,,16934.7
TXN-001799,01-Dec-2025,HR,Apac,Ads,20000.0,19087.08
TXN-000640,01-Sep-2024,OPERATIONS,Emea,Equipment,8500.0,8480.85
TXN-001167,2025-04-01,operations,APAC,Travel,9039.23,7181.63
TXN-001051,03/01/2025,Marketing,N. America,PAYROLL,92000.0,89216.58
TXN-001566,09/01/2025,HR,Emea,payroll,68000.0,67069.65
TXN-001657,2025-11-01,marketing,EMEA,Travel,7400.0,8501.29
TXN-000957,January 2025,I.T.,apac,Travel,8600.0,9629.43
TXN-000026,January 2024,SALES,,payroll,86000.0,86592.15
TXN-000078,01/02/2024,marketing,N. America,SW,16948.56,16541.98
TXN-000249,2024-04-01,sales,emea,advertising,22598.08,19484.03
TXN-001415,2025-07-01,Human Resources,North America,Equipment,9250.0,10003.93
TXN-001240,2025-05-01,operations,EMEA,Equip.,10750.0,9523.39
TXN-001448,08/01/2025,SALES,Emea,software,13051.44,
TXN-000970,01/01/2025,H.R.,Emea,equipment,10750.0,12245.91
TXN-000273,01-Apr-2024,it,N. America,software,16948.56,11161.64
TXN-001016,February 2025,Ops,APAC,PAYROLL,90392.3,91425.27
TXN-000241,01-Apr-2024,Sales,NA,Payroll,90392.3,82200.96
TXN-000906,January 2025,marketing,EMEA,payroll,86000.0,81966.2
TXN-000311,01-May-2024,Marketing ,Apac,PAYROLL,86000.0,80778.32
TXN-000985,February 2025,Mktg,EMEA,Equip.,11299.04,12035.64
TXN-001078,01-Mar-2025,sales,apac,software,17250.0,
TXN-000242,01/04/2024, Sales,north america,Travel & Expenses,9039.23,-7415.47
TXN-000395,01-Jun-2024,SALES,North America,equipment,10000.0,8598.22
TXN-001255,05/01/2025,I.T.,Emea,Equip.,10750.0,8054.19
TXN-001583,2025-10-01,MKT,emea,SW,13051.44,9667.77
TXN-001706,01/11/2025,IT,Apac,payroll,74000.0,65813.64
TXN-001087,March 2025,Ops,Emea,Travel,9200.0,8954.3
TXN-001673,01-Nov-2025,Sales,emea,Software,13875.0,13867.11
TXN-001748,01/12/2025,SALES,Emea,SW,15000.0,18385.42
TXN-001180,April 2025,Information Technology,Emea,equipment,11299.04,9181.33
TXN-000279,2024-04-01,it,EMEA,Advertising,22598.08,20539.56
TXN-001652,November 2025,MKT,North America,travel,7400.0,6969.33
TXN-000586,08/01/2024,Human Resources,NA,PAYROLL,69607.7,77655.42
TXN-000765,01/11/2024,Marketing ,APAC,Equip.,9250.0,7927.46
TXN-000274,01/04/2024,I.T.,North America,advertising,22598.08,23770.47
TXN-000379,June 2024,Marketing ,NA,,20000.0,21497.21
TXN-000307,01/05/2024,MKT,EMEA,travel,8600.0,8088.58
TXN-000063,01/01/2024,H.R.,north america,Software,16125.0,20285.25
TXN-000261,April 2024,operations,emea,PAYROLL,90392.3,75426.24
TXN-001574,01-Sep-2025,hr,APAC,advertising,17000.0,"$14,670.13"
TXN-000503,01-Jul-2024,Information Technology,EMEA,SW,13875.0,15510.91
TXN-001064,March 2025,Mktg,Apac,Advertising,23000.0,21500.78
TXN-001136,04/01/2025,MKT,,payroll,90392.3,90493.24
TXN-000820,01-Nov-2024,hr,emea,Equipment,9250.0,10553.91
TXN-001467,August 2025,operations,apac,Travel & Expenses,6960.77,6693.2
TXN-000253,01-Apr-2024,Sales,Apac,software,16948.56,15016.35
TXN-000715,10/01/2024,OPERATIONS,emea,Equip.,8700.96,8282.38
TXN-001570,September 2025,Human Resources,Emea,Equip.,8500.0,8790.6
TXN-000215,01-Mar-2024,Human Resources,North America,Equip.,11500.0,11137.08
TXN-000876,December 2024,Information Technology,Emea,payroll,80000.0,56980.05
TXN-001497,01/08/2025,Human Resources,APAC,travel,6960.77,6901.75
TXN-001551,01/09/2025,Information Technology,emea,payroll,68000.0,66491.18
TXN-001591,01/10/2025, Sales,NA,,69607.7,81029.38
TXN-000326,01/05/2024,SALES,Apac,Payroll,86000.0,114551.69
TXN-001222,2025-05-01,SALES,Emea,travel,8600.0,7667.32
TXN-001525,2025-09-01, Sales,Emea,Equipment,8500.0,9789.7
TXN-000069,01-Jan-2024,H.R.,Emea,advertising,21500.0,
TXN-000896,01-Dec-2024,hr,Asia Pacific,payroll,80000.0,62568.86
TXN-001488,2025-08-01,H.R.,North America,Software,13051.44,14601.29
TXN-001212,May 2025,marketing,APAC,Travel & Expenses,8600.0,8334.18
TXN-000397,01-Jun-2024, Sales,emea,Travel & Expenses,8000.0,7416.97
TXN-001293,01-Jun-2025, Sales,NA,SW,15000.0,16124.04
TXN-000065,01/01/2024,H.R.,north america,Equip.,10750.0,10440.38
TXN-000855,01-Dec-2024,sales,apac,Equip.,10000.0,9073.62
TXN-001140,2025-04-01,Mktg,Asia Pacific,Equip.,11299.04,12654.06
TXN-001374,2025-07-01,Sales,Emea,Ads,18500.0,17282.9
TXN-000364,01/05/2024,hr,North America,,21500.0,22146.72
TXN-000129,2024-02-01,Information Technology,Emea,Advertising,22598.08,24559.79
TXN-000761,01-Nov-2024,Marketing,apac,payroll,74000.0,88793.72
TXN-000441,01-Jun-2024,H.R.,emea,Payroll,80000.0,99830.74
TXN-001219,2025-05-01,sales,North America,Ads,21500.0,22559.19
TXN-000795,11/01/2024,Ops,Apac,equipment,9250.0,8388.79
TXN-001738,2025-12-01,MKT,APAC,software,15000.0,12300.5
TXN-001044,February 2025,H.R.,emea,advertising,22598.08,20969.25
TXN-001249,2025-05-01,I.T.,North America,Ads,21500.0,20315.2
TXN-001579,2025-10-01,marketing,north america,advertising,17401.92,
TXN-000564,2024-08-01,Operations,EMEA,Ads,17401.92,16945.69
TXN-000703,October 2024,Sales,Asia Pacific,Software,13051.44,13726.79
TXN-000243,April 2024,sales,north america,SW,16948.56,13656.89
TXN-001100,March 2025,IT,North America,equipment,11500.0,11029.04
TXN-000830,December 2024,marketing,N. America,equipment,10000.0,9593.91
TXN-000619,01-Sep-2024,Sales,N. America,Advertising,17000.0,19518.06
TXN-001661,11/01/2025,MKT,Asia Pacific,Payroll,74000.0,70263.6
TXN-000360,01/05/2024,IT,apac,equipment,10750.0,10234.1
TXN-001248,01/05/2025,it,North America,Software,16125.0,14584.52
TXN-000370,2024-05-01,HR,EMEA,Equipment,10750.0,13945.17
TXN-001486,08/01/2025,HR,N. America,Payroll,69607.7,53340.29
TXN-000795,11/01/2024,Ops,Apac,equipment,9250.0,8388.79
TXN-001031,01-Feb-2025,Information Technology,Asia Pacific,Payroll,90392.3,98527.23
TXN-001273,05/01/2025,H.R.,apac,Software,16125.0,
TXN-001372,2025-07-01,Sales,Emea,Travel,7400.0,7770.78
TXN-001303,01/06/2025,Sales,APAC,Software,15000.0,13671.34
TXN-001454,08/01/2025,sales,Apac,advertising,17401.92,15038.15
TXN-000537,2024-08-01,MKT,Asia Pacific,Travel,6960.77,"$6,303.90"
TXN-001008,02/01/2025,Ops,N. America,SW,16948.56,18346.6
TXN-001518,01-Sep-2025,SALES,N. America,software,12750.0,13299.28
TXN-001501,01-Sep-2025,Marketing ,north america,PAYROLL,68000.0,48823.33
TXN-000319,May 2024,sales,north america,,21500.0,23762.34
TXN-001408,07/01/2025,it,APAC,software,13875.0,"$18,028.65"
TXN-000973,2025-01-01,hr,Asia Pacific,software,16125.0,16815.38
TXN-000057,2024-01-01,I.T.,Apac,Travel,8600.0,10369.12
TXN-000358,01-May-2024,it,Apac,SW,16125.0,17469.01
TXN-000511,2024-07-01,HR,N. America,PAYROLL,74000.0,"$75,033.39"
TXN-001366,2025-07-01,SALES,NA,PAYROLL,74000.0,96378.85
TXN-001195,2025-04-01,Human Resources,emea,equipment,11299.04,13541.8
TXN-001550,09/01/2025,it,north america,equipment,8500.0,8756.07
TXN-001250,May 2025,Information Technology,N. America,equipment,10750.0,12089.76
TXN-001211,01/05/2025,Marketing,APAC,Payroll,86000.0,105866.4
TXN-000011,2024-01-01,Marketing ,Asia Pacific,Payroll,86000.0,99298.96
TXN-001604,01/10/2025,sales,APAC,Advertising,17401.92,16837.02
TXN-000183,March 2024,Ops,N. America,Software,17250.0,18079.06
TXN-001628,01/10/2025,it,emea,software,13051.44,"$13,788.64"
TXN-000628,September 2024,Sales,apac,SW,12750.0,13212.73
TXN-000405,01-Jun-2024,sales,apac,Equip.,10000.0,
TXN-001214,01/05/2025,Mktg,apac,advertising,21500.0,
TXN-001141,04/01/2025,SALES,NA,,90392.3,67787.33
TXN-000947,2025-01-01,it,north america,Travel,8600.0,8078.19
TXN-000138,01/02/2024,HR,north america,Software,16948.56,15505.1
TXN-000866,December 2024,operations,Apac,Payroll,80000.0,75679.05
TXN-000908,January 2025,Marketing ,Emea,software,16125.0,14492.8
TXN-001335,01/06/2025,it,apac,equipment,10000.0,11196.44
TXN-001528,01-Sep-2025,SALES,apac,Software,12750.0,14348.6
TXN-000701,01-Oct-2024, Sales,Asia Pacific,PAYROLL,69607.7,63475.91
TXN-000718,01/10/2024,operations,Apac,software,13051.44,13078.83
TXN-001470,01-Aug-2025,operations,APAC,equipment,8700.96,6769.71
TXN-001073,03/01/2025,SALES,emea,Software,17250.0,18788.91
TXN-001737,12/01/2025,Marketing,apac,Travel,8000.0,7367.12
TXN-000126,01-Feb-2024,I.T.,Emea,PAYROLL,90392.3,82348.53
TXN-000870,01/12/2024,OPERATIONS,Asia Pacific,Equipment,10000.0,12664.92
TXN-000879,01/12/2024,Information Technology,EMEA,Advertising,20000.0,21169.58
TXN-001071,01/03/2025,SALES,Emea,payroll,92000.0,
TXN-000257,04/01/2024,operations,North America,travel,9039.23,8142.57
TXN-001412,July 2025,HR,North America,travel,7400.0,6529.59
TXN-000840,12/01/2024,Marketing,Apac,equipment,10000.0,
TXN-001773,01-Dec-2025,IT,N. America,SW,15000.0,17915.52
TXN-000092,February 2024, Sales,N. America,travel,9039.23,8181.68
TXN-001519,01/09/2025,Sales,North America,advertising,17000.0,16523.5
TXN-000017,01/01/2024,Sales,north america,Travel,8600.0,7859.54
TXN-001348,2025-06-01,Human Resources,apac,Software,15000.0,17387.4
TXN-001596,01/10/2025,sales,EMEA,PAYROLL,69607.7,69957.26
TXN-001072,01-Mar-2025,sales,EMEA,Travel,9200.0,
TXN-000158,2024-03-01,Marketing,emea,SW,17250.0,19985.87
TXN-001513,September 2025,Marketing ,Apac,Software,12750.0,9581.92
TXN-001382,01/07/2025,Ops,NA,Travel & Expenses,7400.0,7781.01
TXN-000884,12/01/2024,Information Technology,Asia Pacific,Ads,20000.0,24855.53
TXN-000991,01-Feb-2025,Sales,,payroll,90392.3,71039.37
TXN-000972,01/01/2025,hr,Apac,Travel,8600.0,8634.0
TXN-000659,2024-09-01,it,Asia Pacific,Ads,17000.0,14465.12
TXN-000383,06/01/2024,Marketing,Emea,software,15000.0,"$16,108.51"
TXN-001243,May 2025,OPERATIONS,Asia Pacific,software,16125.0,804867.5
TXN-001685,11/01/2025,OPERATIONS,North America,Equipment,9250.0,9796.18
TXN-001632,October 2025,Information Technology,Asia Pacific,Travel & Expenses,6960.77,6787.32
TXN-000091,02/01/2024,SALES,north america,Payroll,90392.3,90515.15
TXN-000675,01/09/2024,Human Resources,APAC,equipment,8500.0,6978.01
TXN-000430,06/01/2024,IT,Emea,equipment,10000.0,9810.12
TXN-000103,02/01/2024, Sales,Apac,SW,16948.56,13085.25
TXN-001079,01/03/2025, Sales,Asia Pacific,Ads,23000.0,21406.18
TXN-001686,November 2025,Operations,emea,PAYROLL,74000.0,66301.92
TXN-000458,01-Jul-2024,Marketing ,EMEA,SW,13875.0,14022.51
TXN-001013,02/01/2025,Operations,emea,SW,16948.56,"$10,966.35"
TXN-000615,01-Sep-2024,MKT,Asia Pacific,Equipment,8500.0,11160.18
TXN-000914,2025-01-01,Mktg,APAC,advertising,21500.0,20796.03
TXN-001152,01-Apr-2025,sales,APAC,travel,9039.23,8795.33
TXN-001134,April 2025,Marketing ,EMEA,advertising,22598.08,18229.5
TXN-000485,07/01/2024,Ops,North America,Equip.,9250.0,8151.75
TXN-000044,01-Jan-2024,operations,Asia Pacific,Ads,21500.0,24489.3
TXN-000423,01/06/2024,IT,N. America,SW,15000.0,15902.36
TXN-000594,08/01/2024,hr,Emea,advertising,,"$15,074.41"
TXN-000039,January 2024,OPERATIONS,Emea,Ads,21500.0,21204.92
TXN-001137,04/01/2025,marketing,apac,Travel,9039.23,8328.98
TXN-000589,August 2024,H.R.,north america,Advertising,17401.92,13757.54
TXN-000810,November 2024,it,APAC,Equip.,9250.0,9583.11
TXN-000863,2024-12-01,OPERATIONS,EMEA,Software,15000.0,14473.1
TXN-000454,July 2024,Mktg,North America,Ads,18500.0,16405.35
TXN-000818,11/01/2024,H.R.,Emea,software,13875.0,12887.55
TXN-001370,2025-07-01,sales,N. America,equipment,9250.0,11724.92
TXN-001558,01/09/2025,Information Technology,Asia Pacific,software,12750.0,13613.61
TXN-000161,03/01/2024,Mktg,APAC,payroll,92000.0,97502.18
TXN-001080,01-Mar-2025,Sales,apac,equipment,11500.0,13860.65
TXN-001170,2025-04-01,Operations,apac,equipment,11299.04,10711.23
TXN-001103,01-Mar-2025,IT,Emea,SW,17250.0,
TXN-000475,July 2024,SALES,emea,Equipment,9250.0,9378.49
TXN-001282,2025-06-01,Marketing ,Emea,Travel & Expenses,8000.0,7256.89
TXN-000097,01-Feb-2024, Sales,EMEA,Travel,9039.23,8347.47
TXN-001314,2025-06-01,operations,EMEA,Ads,20000.0,"$24,672.78"
TXN-001210,May 2025,MKT,Emea,Equip.,10750.0,10059.75
TXN-001340,June 2025,hr,North America,Equip.,10000.0,9901.24
TXN-000750,10/01/2024,hr,Asia Pacific,equipment,,
TXN-000789,01/11/2024,Operations,Emea,advertising,18500.0,16304.12
TXN-001123,March 2025,hr,Apac,Software,17250.0,20769.59
TXN-000227,April 2024,MKT,North America,Travel & Expenses,9039.23,8291.39
TXN-000451,01/07/2024,Marketing ,North America,payroll,74000.0,74842.24
TXN-000877,2024-12-01,it,EMEA,travel,8000.0,6292.44
TXN-000261,April 2024,operations,emea,PAYROLL,90392.3,75426.24
TXN-000382,June 2024,MKT,Emea,Travel & Expenses,,10377.32
TXN-001618,01-Oct-2025,Ops,APAC,Software,13051.44,11213.47
TXN-000816,11/01/2024,Human Resources,emea,PAYROLL,74000.0,73002.55
TXN-001492,01/08/2025,HR,Emea,Travel,6960.77,-7747.53
TXN-001056,01-Mar-2025,marketing,emea,Payroll,92000.0,84873.06
TXN-000649,01/09/2024,I.T.,N. America,advertising,17000.0,18436.6
TXN-001302,2025-06-01, Sales,Apac,travel,8000.0,
TXN-000322,05/01/2024,Sales,Emea,Travel & Expenses,8600.0,7330.15
TXN-000652,2024-09-01,Information Technology,EMEA,travel,6800.0,6254.74
TXN-001613,10/01/2025,Ops,EMEA,,13051.44,12429.27
TXN-001774,2025-12-01,I.T.,NA,Advertising,20000.0,24188.88
TXN-000949,2025-01-01,IT,north america,,21500.0,23496.59
TXN-000443,01-Jun-2024,HR,EMEA,Software,15000.0,18624.79
TXN-000583,08/01/2024,IT,Asia Pacific,SW,13051.44,17512.93
TXN-000751,2024-11-01,Mktg,North America,Payroll,74000.0,77344.05
TXN-001468,01/08/2025,OPERATIONS,apac,SW,13051.44,16122.76
TXN-001011,01-Feb-2025,operations,Emea,payroll,90392.3,93062.64
TXN-000874,01/12/2024,I.T.,north america,advertising,20000.0,23236.05
TXN-000714,01/10/2024,Operations,Emea,Advertising,17401.92,19780.96
TXN-000372,01-May-2024,Human Resources,Apac,Travel & Expenses,8600.0,7971.79
TXN-000398,01/06/2024,SALES,emea,SW,15000.0,14153.94
TXN-001494,01/08/2025,hr,Emea,,17401.92,17273.75
TXN-001189,April 2025,H.R.,north america,Advertising,22598.08,19328.68
TXN-000189,March 2024,OPERATIONS,Emea,advertising,23000.0,25780.27
TXN-000922,01-Jan-2025, Sales,emea,Travel,8600.0,8093.39
TXN-001642,01/10/2025,H.R.,emea,travel,6960.77,5524.9
TXN-001670,November 2025,Sales,NA,Equipment,9250.0,560880.0
TXN-001620,October 2025,OPERATIONS,Apac,Equipment,8700.96,9561.15
TXN-001200,04/01/2025,H.R.,Asia Pacific,Equipment,11299.04,11644.31
TXN-000123,01-Feb-2024,I.T.,NA,SW,16948.56,14119.15
TXN-000010,01/01/2024,Mktg,EMEA,,10750.0,8496.41
TXN-001548,2025-09-01,I.T.,North America,software,12750.0,12598.02
TXN-000165,01/03/2024,marketing,APAC,equipment,11500.0,12982.66
TXN-000805,2024-11-01,Information Technology,EMEA,Equipment,9250.0,"$9,414.64"
TXN-001126,April 2025,MKT,North America,Payroll,90392.3,99769.25
TXN-000232,04/01/2024,marketing,EMEA,Travel & Expenses,9039.23,"$8,421.98"
TXN-001376,2025-07-01,SALES,apac,payroll,74000.0,100862.6
TXN-000374,01/05/2024,hr,apac,Ads,21500.0,20653.48
TXN-000572,August 2024,it,NA,travel,6960.77,6904.1
TXN-001630,2025-10-01,Information Technology,Emea,Equip.,8700.96,11082.23
TXN-000727,October 2024,I.T.,EMEA,Travel & Expenses,6960.77,8652.5
TXN-000272,April 2024,I.T.,,travel,9039.23,10722.64
TXN-001530,September 2025, Sales,Asia Pacific,Equip.,8500.0,7043.56
TXN-000240,April 2024,Marketing,Asia Pacific,equipment,11299.04,16859.56
TXN-000935,01-Jan-2025,operations,North America,equipment,10750.0,9035.61
TXN-001208,01/05/2025,Marketing ,Emea,SW,16125.0,18487.17
TXN-000077,01/02/2024,Marketing,N. America,Travel & Expenses,9039.23,8455.85
TXN-000224,01-Mar-2024,Human Resources,APAC,advertising,23000.0,22206.35
TXN-000663,01-Sep-2024,H.R.,North America,SW,12750.0,10818.08
TXN-000643,2024-09-01,operations,apac,SW,12750.0,10317.65
TXN-000982,February 2025,marketing,Emea,Travel & Expenses,9039.23,10100.25
TXN-001481,08/01/2025,Information Technology,Asia Pacific,PAYROLL,69607.7,59666.91
TXN-000461,07/01/2024,Marketing ,apac,PAYROLL,74000.0,
TXN-000312,2024-05-01,Mktg,Asia Pacific,travel,8600.0,11676.95
TXN-001043,02/01/2025,HR,emea,Software,16948.56,14283.06
TXN-001216,May 2025,Sales,N. America,PAYROLL,86000.0,"$84,336.14"
TXN-000414,01/06/2024,OPERATIONS,emea,Ads,20000.0,22795.83
TXN-001030,01-Feb-2025,Information Technology,Emea,equipment,11299.04,11835.55
TXN-001179,01/04/2025,Information Technology,EMEA,Ads,22598.08,21844.42
TXN-000281,01/04/2024,Information Technology,Apac,payroll,90392.3,109065.4
TXN-000500,July 2024,IT,North America,equipment,9250.0,9010.66
TXN-000329,2024-05-01,Sales,Apac,advertising,21500.0,
TXN-000001,01/01/2024,Marketing,N. America,PAYROLL,86000.0,90118.13
TXN-000573,01/08/2024,IT,North America,SW,13051.44,12796.31
TXN-000933,01-Jan-2025,operations,North America,SW,16125.0,16168.61
TXN-000610,2024-09-01,Marketing ,Emea,Equipment,8500.0,8960.42
TXN-000742,01/10/2024,hr,emea,Travel,6960.77,8134.63
TXN-001186,04/01/2025,hr,north america,PAYROLL,90392.3,84810.56
TXN-000340,2024-05-01,OPERATIONS,emea,Equipment,10750.0,13173.35
TXN-001207,May 2025,Mktg,Emea,travel,8600.0,6895.32
TXN-000494,07/01/2024,Ops,Apac,advertising,18500.0,23370.3
TXN-000678,10/01/2024,Marketing,NA,software,13051.44,9630.34
TXN-000782,2024-11-01,OPERATIONS,north america,Travel & Expenses,7400.0,5618.38
TXN-001121,01/03/2025,Human Resources,APAC,PAYROLL,92000.0,97525.01
TXN-000928,01-Jan-2025,Sales,APAC,Software,16125.0,17092.15
TXN-000056,01-Jan-2024,it,apac,PAYROLL,86000.0,66057.87
TXN-000351,01-May-2024,it,EMEA,PAYROLL,86000.0,87369.97
TXN-000941,01/01/2025,OPERATIONS,Apac,Payroll,86000.0,108359.42
TXN-000772,2024-11-01,SALES,EMEA,travel,7400.0,8550.65
TXN-000040,2024-01-01,Operations,EMEA,Equipment,10750.0,9140.24
TXN-000523,July 2024,H.R.,APAC,software,13875.0,14548.12
TXN-001289,2025-06-01,MKT,Apac,Ads,20000.0,25389.24
TXN-001663,01-Nov-2025,Mktg,APAC,SW,13875.0,16310.26
TXN-000305,01-May-2024,MKT,NA,Equip.,10750.0,9467.43
TXN-000216,01-Mar-2024,Human Resources,emea,PAYROLL,92000.0,66059.18
TXN-001323,06/01/2025,IT,N. America,SW,,"$12,220.08"
TXN-001396,2025-07-01,it,north america,Payroll,74000.0,75748.29
TXN-000539,August 2024,Marketing ,Apac,Ads,17401.92,13666.74
TXN-001589,10/01/2025,Marketing ,APAC,Advertising,17401.92,"$13,763.77"
TXN-001262,01-May-2025,H.R.,north america,travel,8600.0,8754.02
TXN-001401,01-Jul-2025,Information Technology,Emea,PAYROLL,74000.0,91926.91
TXN-001113,03/01/2025,H.R.,north america,Software,17250.0,17587.11
TXN-001797,December 2025,hr,APAC,Travel,8000.0,"$9,002.91"
TXN-001644,01-Oct-2025,HR,Emea,advertising,17401.92,16429.55
TXN-000269,01-Apr-2024,OPERATIONS,Asia Pacific,Ads,22598.08,"$19,641.40"
TXN-001063,03/01/2025,marketing,APAC,SW,17250.0,18053.56
TXN-000153,01-Mar-2024,Mktg,,Software,17250.0,17368.24
TXN-000080,February 2024,MKT,North America,Equipment,11299.04,10192.4
TXN-001454,08/01/2025,sales,Apac,advertising,17401.92,15038.15
TXN-001266,05/01/2025,HR,emea,payroll,86000.0,84152.14
TXN-001605,10/01/2025, Sales,Apac,Equipment,8700.96,9989.1
TXN-000845,2024-12-01, Sales,N. America,Equipment,10000.0,10125.78
TXN-000390,01-Jun-2024,Marketing ,apac,equipment,10000.0,10402.78
TXN-000346,01/05/2024,IT,North America,payroll,86000.0,89905.52
TXN-000175,01-Mar-2024,SALES,,,11500.0,10329.11
TXN-001714,01-Nov-2025,Human Resources,NA,Ads,18500.0,21171.92
TXN-001576,2025-10-01,Marketing ,NA,payroll,69607.7,"$74,377.02"
TXN-000025,01-Jan-2024, Sales,emea,Equip.,,9614.53
TXN-000162,March 2024,Mktg,apac,travel,9200.0,
TXN-001364,2025-07-01,marketing,Asia Pacific,Advertising,18500.0,22971.81
TXN-000695,10/01/2024, Sales,N. America,equipment,8700.96,8207.93
TXN-000120,2024-02-01,Ops,Asia Pacific,Equipment,11299.04,11111.08
TXN-001083,03/01/2025,OPERATIONS,North America,SW,17250.0,18855.2
TXN-000263,04/01/2024,Ops,emea,software,16948.56,13173.15
TXN-000571,2024-08-01,IT,North America,PAYROLL,69607.7,
TXN-001533,September 2025,operations,North America,SW,12750.0,10701.27
TXN-001193,04/01/2025,hr,EMEA,SW,16948.56,15982.78
TXN-000082,02/01/2024,Marketing ,Emea,travel,9039.23,9619.99
TXN-001523,2025-09-01,SALES,emea,SW,12750.0,
TXN-000739,01/10/2024,Human Resources,N. America,Advertising,17401.92,17724.93
TXN-001634,10/01/2025,I.T.,APAC,Advertising,17401.92,15097.0
TXN-001246,2025-05-01,Information Technology,NA,PAYROLL,86000.0,-81119.75
TXN-001762,2025-12-01,Ops,EMEA,travel,8000.0,7994.8
TXN-000411,June 2024,Ops,Emea,PAYROLL,80000.0,83493.95
TXN-000114,02/01/2024,operations,emea,Ads,22598.08,20808.97
TXN-001554,01-Sep-2025,Information Technology,Emea,Advertising,17000.0,15019.64
TXN-000436,01-Jun-2024,H.R.,N. America,PAYROLL,80000.0,73300.69
TXN-000084,01-Feb-2024,Marketing ,Emea,Advertising,22598.08,28594.7
TXN-000093,February 2024, Sales,NA,Software,16948.56,17436.22
TXN-000302,05/01/2024,MKT,N. America,travel,8600.0,10527.44
TXN-000020,2024-01-01,sales,N. America,equipment,10750.0,9178.96
TXN-000186,01-Mar-2024,OPERATIONS,Emea,Payroll,92000.0,95946.64
TXN-000228,April 2024,Marketing ,north america,SW,16948.56,14863.47
TXN-001234,May 2025,OPERATIONS,north america,Advertising,21500.0,19590.0
TXN-000334,05/01/2024,Ops,N. America,advertising,21500.0,23349.88
TXN-001256,05/01/2025,Information Technology,APAC,PAYROLL,,94955.76
